Altium Designer Pick and Place Locations
C:\Users\kienlt44\Desktop\Project VinMotion\VinMotion\VinMotion\Low_level_NXP 3\Low_level_NXP\Low_level_NXP\#NAME_.csv

========================================================================================================================
File Design Information:

Date:       29/09/25
Time:       16:21
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R5005","ERJ-P06J121V","TopLayer","RES0805","11.9331","19.9359","270","RES SMD 120 OHM 5% 1/2W 0805"
"R5004","ERJ-P06J121V","TopLayer","RES0805","11.9331","37.5889","270","RES SMD 120 OHM 5% 1/2W 0805"
"R5003","ERJ2GEJ103X","TopLayer","RES0402","21.2041","10.6395","270","RES SMD 10K OHM 5% 1/10W 0402"
"R5000","ERJ-P06J121V","TopLayer","RES0805","11.9331","52.9559","270","RES SMD 120 OHM 5% 1/2W 0805"
"R5002","ERJ2GEJ103X","TopLayer","RES0402","21.3057","52.8035","270","RES SMD 10K OHM 5% 1/10W 0402"
"R5001","ERJ-P06J121V","TopLayer","RES0805","11.9331","10.6395","270","RES SMD 120 OHM 5% 1/2W 0805"
"R3002","RMCF0402FT10K0","TopLayer","RES0402","2.4081","71.9805","270","RES 10K OHM 1% 1/16W 0402"
"R3001","RMCF0402FT10K0","TopLayer","RES0402","3.5003","71.9805","270","RES 10K OHM 1% 1/16W 0402"
"R2007","RC0402FR-07150KL","TopLayer","RES0402","43.5815","65.1733","90","RES SMD 150K OHM 1% 1/16W 0402"
"R2006","RC0402FR-07150KL","TopLayer","RES0402","45.8929","65.8337","0","RES SMD 150K OHM 1% 1/16W 0402"
"R2005","RT0402FRE07120KL","TopLayer","RES0402","39.9747","60.4997","90","RES SMD 120K OHM 1% 1/16W 0402"
"R2004","RC0402FR-07383KL","TopLayer","RES0402","41.9813","60.4997","270","RES 383K OHM 1% 1/16W 0402"
"R2003","RMCF0402FT30K0","TopLayer","RES0402","41.3717","79.8799","270","RES 30kR 1/16W 1% 0402 SMD"
"R2002","RC0402FR-0720KL","TopLayer","RES0402","41.2701","83.3597","180","RES SMD 20K OHM 1% 1/16W 0402"
"R2001","RMCF0603FT220K","TopLayer","RES0603","42.6671","80.3625","270","RES 220K OHM 1% 1/10W 0603"
"R2000","AC0402JR-0747KL","TopLayer","RES0402","39.2127","83.3597","180","RES SMD 47K OHM 5% 1/16W 0402"
"R1004","CRCW060349K9FKEAHP","TopLayer","RES0603","25.5475","82.5215","0","RES SMD 49.9K OHM 1% 1/4W 0603"
"R1003","RK73B1ETTP104J","TopLayer","RES0402","21.6105","82.8771","180","RES 100K OHM 5% 1/10W 0402"
"R1002","RC0603FR-07453KL","TopLayer","RES0603","30.6783","84.8837","270","RES 453K OHM 1% 1/10W 0603"
"R1001","RC0402FR-13453KL","TopLayer","RES0402","28.1891","82.5977","0","RES 453K OHM 1% 1/16W 0402"
"R1000","RK73B1ETTP104J","TopLayer","RES0402","18.7403","85.2139","0","RES 100K OHM 5% 1/10W 0402"
"D1000","MBRS3100T3G","TopLayer","DIOM6959X26N","3.6273","99.3109","90","DIODE SCHOTTKY 100V 3A SMC"
"CN5000","S2B-PH-SM4-TB","TopLayer","S2B-PH-SM4-TB","4.9494","56.1633","90","CONN HEADER SMD R/A 2POS 2MM"
"CN4000","S2B-PH-SM4-TB","TopLayer","S2B-PH-SM4-TB","38.6696","4.9961","180","CONN HEADER SMD R/A 2POS 2MM"
"C6024","0402YC104KAT2A","TopLayer","CAP0402","67.2035","72.4885","90","CAP CER 0.1UF 16V X7R 0402"
"C6023","0402YC104KAT2A","BottomLayer","CAP0402","69.5403","68.0253","270","CAP CER 0.1UF 16V X7R 0402"
"C6022","0402YC104KAT2A","TopLayer","CAP0402","62.5045","72.0567","90","CAP CER 0.1UF 16V X7R 0402"
"C6021","0402YC104KAT2A","TopLayer","CAP0402","73.1829","66.2197","0","CAP CER 0.1UF 16V X7R 0402"
"C6020","0402YC104KAT2A","TopLayer","CAP0402","58.5167","65.0463","180","CAP CER 0.1UF 16V X7R 0402"
"C6019","0402YC104KAT2A","BottomLayer","CAP0402","65.6033","68.0253","270","CAP CER 0.1UF 16V X7R 0402"
"C6018","0402YC104KAT2A","BottomLayer","CAP0402","69.5325","65.0259","180","CAP CER 0.1UF 16V X7R 0402"
"C6017","0402YC104KAT2A","BottomLayer","CAP0402","70.5921","66.0927","180","CAP CER 0.1UF 16V X7R 0402"
"C6016","0402YC104KAT2A","BottomLayer","CAP0402","62.5735","67.0529","0","CAP CER 0.1UF 16V X7R 0402"
"C6015","CL05B104KB54PNC","BottomLayer","CAP0402","61.1329","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6014","CL05B104KB54PNC","BottomLayer","CAP0402","62.1743","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6013","CL05B104KB54PNC","BottomLayer","CAP0402","71.8263","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6012","CL05B104KB54PNC","BottomLayer","CAP0402","72.8677","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6011","GCM1555C1H150JA16D","TopLayer","CAP0402","75.1387","72.1633","0","CAP CER 15pF 50V 5% C0G 0402 SMD"
"C6010","GCM1555C1H150JA16D","TopLayer","CAP0402","77.5771","69.3439","90","CAP CER 15pF 50V 5% C0G 0402 SMD"
"C6009","GRT188C81C475KE13D","TopLayer","CAP0603","57.4499","55.0895","0","CAP CER 4.7uF 16V 10% X6S 0603 SMD"
"C6008","C1206C102KGRACAUTO","TopLayer","CAP1206","106.3703","89.7351","90","CAP CER 1000PF 2KV X7R 1206"
"C6007","CL05B104KB54PNC","BottomLayer","CAP0402","88.6919","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6006","CL05B104KB54PNC","BottomLayer","CAP0402","89.7333","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6005","CL05B104KB54PNC","BottomLayer","CAP0402","95.7277","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6004","CL05B104KB54PNC","BottomLayer","CAP0402","94.6863","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6003","CL05B104KB54PNC","BottomLayer","CAP0402","74.7219","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6002","CL05B104KB54PNC","BottomLayer","CAP0402","75.7633","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6001","CL05B104KB54PNC","BottomLayer","CAP0402","86.1519","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C6000","CL05B104KB54PNC","BottomLayer","CAP0402","87.1933","87.2967","90","CAP CER 100nF 50V X7R 0402"
"C5011","0402YC104KAT2A","TopLayer","CAP0402","12.0093","26.4637","180","CAP CER 0.1UF 16V X7R 0402"
"C5010","CL05X105KP5NNNC","TopLayer","CAP0402","14.5057","25.2953","0","CAP CER 1UF 10V X6S 0402"
"C5009","0402YC104KAT2A","TopLayer","CAP0402","12.0093","43.2531","180","CAP CER 0.1UF 16V X7R 0402"
"C5008","CL05X105KP5NNNC","TopLayer","CAP0402","14.4731","42.2625","0","CAP CER 1UF 10V X6S 0402"
"C5007","0402YC104KAT2A","TopLayer","CAP0402","12.0093","17.6245","180","CAP CER 0.1UF 16V X7R 0402"
"C5006","CL05X105KP5NNNC","TopLayer","CAP0402","14.5493","16.4815","0","CAP CER 1UF 10V X6S 0402"
"C5005","0402YC104KAT2A","TopLayer","CAP0402","14.5239","34.1599","0","CAP CER 0.1UF 16V X7R 0402"
"C5004","CL05X105KP5NNNC","TopLayer","CAP0402","12.0093","35.2267","180","CAP CER 1UF 10V X6S 0402"
"C5003","0402YC104KAT2A","TopLayer","CAP0402","12.0093","8.2265","180","CAP CER 0.1UF 16V X7R 0402"
"C5002","CL05X105KP5NNNC","TopLayer","CAP0402","14.4985","7.1343","0","CAP CER 1UF 10V X6S 0402"
"C5001","0402YC104KAT2A","TopLayer","CAP0402","12.0093","50.6953","180","CAP CER 0.1UF 16V X7R 0402"
"C5000","CL05X105KP5NNNC","TopLayer","CAP0402","14.4731","49.6285","0","CAP CER 1UF 10V X6S 0402"
"C4021","0402YC104KAT2A","TopLayer","CAP0402","54.4504","18.4767","90","CAP CER 0.1UF 16V X7R 0402"
"C4020","0402YC104KAT2A","TopLayer","CAP0402","57.6103","24.8021","0","CAP CER 0.1UF 16V X7R 0402"
"C4019","GRT188C81C475KE13D","TopLayer","CAP0603","57.9503","26.0021","0","CAP CER 4.7uF 16V 10% X6S 0603 SMD"
"C4018","0402YC104KAT2A","TopLayer","CAP0402","25.7207","18.4767","90","CAP CER 0.1UF 16V X7R 0402"
"C4017","0402YC104KAT2A","TopLayer","CAP0402","28.8207","24.8021","0","CAP CER 0.1UF 16V X7R 0402"
"C4016","GRT188C81C475KE13D","TopLayer","CAP0603","29.2207","26.0021","0","CAP CER 4.7uF 16V 10% X6S 0603 SMD"
"C4013","0402YC104KAT2A","TopLayer","CAP0402","64.0270","18.4767","90","CAP CER 0.1UF 16V X7R 0402"
"C4012","0402YC104KAT2A","TopLayer","CAP0402","67.2068","24.8021","0","CAP CER 0.1UF 16V X7R 0402"
"C4011","GRT188C81C475KE13D","TopLayer","CAP0603","67.5268","26.0021","0","CAP CER 4.7uF 16V 10% X6S 0603 SMD"
"C4010","0402YC104KAT2A","TopLayer","CAP0402","35.2973","18.4767","90","CAP CER 0.1UF 16V X7R 0402"
"C4009","0402YC104KAT2A","TopLayer","CAP0402","38.4172","24.8021","0","CAP CER 0.1UF 16V X7R 0402"
"C4008","GRT188C81C475KE13D","TopLayer","CAP0603","38.7972","26.0021","0","CAP CER 4.7uF 16V 10% X6S 0603 SMD"
"C4005","0402YC104KAT2A","TopLayer","CAP0402","73.6036","18.4767","90","CAP CER 0.1UF 16V X7R 0402"
"C4004","0402YC104KAT2A","TopLayer","CAP0402","76.8033","24.8021","0","CAP CER 0.1UF 16V X7R 0402"
"C4003","GRT188C81C475KE13D","TopLayer","CAP0603","77.1033","26.0021","0","CAP CER 4.7uF 16V 10% X6S 0603 SMD"
"C4002","0402YC104KAT2A","TopLayer","CAP0402","44.8739","18.4767","90","CAP CER 0.1UF 16V X7R 0402"
"C4001","0402YC104KAT2A","TopLayer","CAP0402","48.0138","24.8021","0","CAP CER 0.1UF 16V X7R 0402"
"C4000","GRT188C81C475KE13D","TopLayer","CAP0603","48.3738","26.0021","0","CAP CER 4.7uF 16V 10% X6S 0603 SMD"
"C3018","GCM155R71C224KE02D","BottomLayer","CAP0402","53.0811","51.8637","90","CAP CER 0.22UF 16V X7R 0402"
"C3017","GCM155R71C224KE02D","BottomLayer","CAP0402","51.6841","51.8637","90","CAP CER 0.22UF 16V X7R 0402"
"C3016","CL10A106MP8NNNC","BottomLayer","CAP0603","54.3511","52.3589","90","CAP CER 10uF 10V X5R 0603"
"C3015","GCM155R71C224KE02D","TopLayer","CAP0402","47.3987","44.6247","180","CAP CER 0.22UF 16V X7R 0402"
"C3014","GCM155R71C224KE02D","TopLayer","CAP0402","50.5919","46.2249","90","CAP CER 0.22UF 16V X7R 0402"
"C3013","GCM155R71C224KE02D","BottomLayer","CAP0402","48.9663","51.8637","90","CAP CER 0.22UF 16V X7R 0402"
"C3012","GCM155R71C224KE02D","TopLayer","CAP0402","49.6521","43.2023","0","CAP CER 0.22UF 16V X7R 0402"
"C3011","GCM155R71C224KE02D","TopLayer","CAP0402","53.2335","44.7843","90","CAP CER 0.22UF 16V X7R 0402"
"C3010","GCM155R71C224KE02D","TopLayer","CAP0402","52.7835","46.3011","180","CAP CER 0.22UF 16V X7R 0402"
"C3009","GCM155R71C224KE02D","TopLayer","CAP0402","44.8261","44.0151","180","CAP CER 0.22UF 16V X7R 0402"
"C3008","GCM155R71C224KE02D","TopLayer","CAP0402","48.1535","41.3227","180","CAP CER 0.22UF 16V X7R 0402"
"C3007","GCM155R71C224KE02D","TopLayer","CAP0402","51.3793","44.6755","0","CAP CER 0.22UF 16V X7R 0402"
"C3006","GCM155R71C224KE02D","TopLayer","CAP0402","49.2965","45.0057","90","CAP CER 0.22UF 16V X7R 0402"
"C3005","GCM155R71C224KE02D","TopLayer","CAP0402","52.2429","41.5005","0","CAP CER 0.22UF 16V X7R 0402"
"C3004","GCM155R71C224KE02D","TopLayer","CAP0402","49.7283","41.2211","90","CAP CER 0.22UF 16V X7R 0402"
"C3003","GRT188C80J226ME13D","TopLayer","CAP0603","40.4447","43.6341","180","CAP CER 22uF 6V3 20% X6S 0603 SMD"
"C3002","0402YC104KAT2A","TopLayer","CAP0402","50.9729","55.7753","90","CAP CER 0.1UF 16V X7R 0402"
"C3001","GCM1555C1H120JA16D","BottomLayer","CAP0402","45.8095","57.6295","180","CAP CER 12PF 50V C0G/NP0 0402"
"C3000","GCM1555C1H120JA16D","BottomLayer","CAP0402","43.7593","57.6041","0","CAP CER 12PF 50V C0G/NP0 0402"
"C2018","CL10B104KB8WPNC","TopLayer","CAP0603","42.7687","67.2307","180","CAP CER 0.1UF 50V X7R 0603"
"C2017","CL10B104KB8WPNC","TopLayer","CAP0603","39.6445","67.2307","180","CAP CER 0.1UF 50V X7R 0603"
"C2016","CL10B104KB8WPNC","TopLayer","CAP0603","47.9757","65.4019","90","CAP CER 0.1UF 50V X7R 0603"
"C2015","CL31B106KOHVPNE","TopLayer","CAP1206","49.7791","66.0115","90","CAP CER 10uF 16V 10% X7R 1206 SMD"
"C2014","GCM1555C1H101JA16D","TopLayer","CAP0402","45.8929","66.8243","180","CAP CER 100pF 50V 5% C0G 0402 SMD"
"C2013","CL31B106KOHVPNE","TopLayer","CAP1206","40.2033","71.0153","180","CAP CER 10uF 16V 10% X7R 1206 SMD"
"C2012","GRM21BR61E226ME44K","TopLayer","CAP0805","40.2795","68.9579","180","CAP CER 22uF 25V 20% X5R 0805 SMD"
"C2011","CL10B104KB8WPNC","TopLayer","CAP0603","36.3425","62.2523","0","CAP CER 0.1UF 50V X7R 0603"
"C2010","CL31B106KOHVPNE","TopLayer","CAP1206","37.0029","60.4235","0","CAP CER 10uF 16V 10% X7R 1206 SMD"
"C2009","GCM1555C1H101JA16D","TopLayer","CAP0402","40.9780","60.4997","90","CAP CER 100pF 50V 5% C0G 0402 SMD"
"C2008","0402YC104KAT2A","TopLayer","CAP0402","46.3247","75.1301","0","CAP CER 0.1UF 16V X7R 0402"
"C2007","GRM21BZ71C106KE15L","TopLayer","CAP0805","44.3435","72.6409","270","CAP CER 10UF 16V X7R 0805"
"C2006","0402YC104KAT2A","TopLayer","CAP0402","50.0077","72.6155","270","CAP CER 0.1UF 16V X7R 0402"
"C2005","GRM21BZ71C106KE15L","TopLayer","CAP0805","51.5571","72.5647","270","CAP CER 10UF 16V X7R 0805"
"C2004","CL10B104KB8WPNC","TopLayer","CAP0603","39.2889","80.2101","0","CAP CER 0.1UF 50V X7R 0603"
"C2003","GRM21BR61E226ME44K","TopLayer","CAP0805","39.5027","81.8611","0","CAP CER 22uF 25V 20% X5R 0805 SMD"
"C2002","CL10B104KB8WPNC","TopLayer","CAP0603","38.7301","75.9429","90","CAP CER 0.1UF 50V X7R 0603"
"C2001","CL31B106KOHVPNE","TopLayer","CAP1206","42.4893","76.3503","90","CAP CER 10uF 16V 10% X7R 1206 SMD"
"C2000","GRM21BR61E226ME44K","TopLayer","CAP0805","40.4065","75.7651","90","CAP CER 22uF 25V 20% X5R 0805 SMD"
"C1013","C3225X7R2A106K250AC","TopLayer","CAP1210","1.7731","89.2271","270","CAP CER 10UF 100V X7R 1210"
"C1012","CL10B104KB8WPNC","TopLayer","CAP0603","35.8091","85.3663","180","CAP CER 0.1UF 50V X7R 0603"
"C1011","GCM31CC71E106KA03L","TopLayer","CAP1206","35.3519","81.6071","180","CAP CER 10UF 25V X7S 1206"
"C1010","GRM21BR61E226ME44K","TopLayer","CAP0805","35.7837","83.6645","180","CAP CER 22uF 25V 20% X5R 0805 SMD"
"C1009","GCM1555C1H560JA16D","TopLayer","CAP0402","28.9003","83.8931","180","CAP CER 56PF 50V C0G/NP0 0402"
"C1008","CC0603KRX7R0BB104","TopLayer","CAP0603","19.1467","87.6269","90","CAP CER 0.1UF 100V X7R 0603"
"C1007","C3225X7R2A106K250AC","TopLayer","CAP1210","16.7337","88.3889","90","CAP CER 10UF 100V X7R 1210"
"C1006","C3225X7R2A106K250AC","TopLayer","CAP1210","13.4825","88.3889","90","CAP CER 10UF 100V X7R 1210"
"C1005","GCM1885C2A331JA16D","TopLayer","CAP0603","31.1609","82.5723","0","CAP CER 330pF 100V 5% C0G 0603 SMD"
"C1004","CC0603KRX7R0BB104","TopLayer","CAP0603","7.8945","83.7661","180","CAP CER 0.1UF 100V X7R 0603"
"C1003","C3225X7R2A106K250AC","TopLayer","CAP1210","7.2849","86.1791","180","CAP CER 10UF 100V X7R 1210"
"C1002","CC0603KRX7R0BB104","TopLayer","CAP0603","4.8211","90.6241","180","CAP CER 0.1UF 100V X7R 0603"
"C1001","C3225X7R2A106K250AC","TopLayer","CAP1210","4.0083","93.0117","180","CAP CER 10UF 100V X7R 1210"
"C1000","CL10B222KB8WPNC","TopLayer","CAP0603","28.5193","86.8649","90","CAP CER 2200PF 50V X7R 0603"
